sample_name	sample_name_noQiitaPrepID	sample_name_noQiitaIDs	alpha_16S_rar5k_richness	alpha_16S_rar5k_shannon	alpha_16S_rar5k_faithspd	sample_name_shotgun	alpha_shotgun_rar35k_20k_richness	alpha_shotgun_rar35k_20k_shannon	alpha_shotgun_rar35k_20k_faithspd	bead_beating	biomass_plate	biomass_sample	biomass_sample_long	biomass_sample_3groups	collection_timestamp	description	dna_conc	dna_ng_ul	dna_extracted	shotgun_lib_ng_ul	rna_ng_ul	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	extraction_protocol	extraction_protocol_short	extraction_kit	extraction_kit_id	extraction_vendor	fresh_frozen	gdna_well_id	gdna_well_row	gdna_well_column	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_taxid	host_weight	host_weight_units	incubation	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	round	sample_number	sample_technical_replicate	sample_type	sample_type_2	sample_type_3	host_subject_id	unique_sample_id	scientific_name	sex	storage_solution	swab_type	taxon_id	title	read_count_16s	read_count_shotgun
91743.12201.skin.foot.A.1.qiagen.L	12201.skin.foot.A.1.qiagen.L	skin.foot.A.1.qiagen.L	19	0.508794476	3.972733872	skin_foot_A_1_qiagen_L	133	3.137788476	27.84778142	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.107	TRUE	0.821	0.16	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	A1	A	1	USA:CA:San Diego	33	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human foot	human.foot.A	human.A	skin.foot.A.1	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	23754	1203361
91743.12201.skin.foot.A.3.qiagen.L	12201.skin.foot.A.3.qiagen.L	skin.foot.A.3.qiagen.L	17	0.390519507	3.736054187	skin_foot_A_3_qiagen_L	118	2.883118233	23.60998562	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.066	TRUE	0.337	0.1162	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	C1	C	1	USA:CA:San Diego	33	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human foot	human.foot.A	human.A	skin.foot.A.3	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	18252	569867
91743.12201.skin.foot.A.2.qiagen.L	12201.skin.foot.A.2.qiagen.L	skin.foot.A.2.qiagen.L	20	0.9692968	3.137586897	skin_foot_A_2_qiagen_L	147	3.197611414	28.67073027	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.091	TRUE	0.554	0.1356	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	B1	B	1	USA:CA:San Diego	33	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human foot	human.foot.A	human.A	skin.foot.A.2	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	30265	626476
91743.12201.skin.foot.B.1.microbiome2.L	12201.skin.foot.B.1.microbiome2.L	skin.foot.B.1.microbiome2.L	38	0.411999824	7.538388571	skin_foot_B_1_microbiome2_L	261	3.820911065	47.69899816	2 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.061	TRUE	1.571	0.2716	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	D1	D	1	USA:CA:San Diego	35	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	9606	63	kg	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human foot	human.foot.B	human.B	skin.foot.B.1	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	15553	7558497
91743.12201.skin.foot.B.2.microbiome2.L	12201.skin.foot.B.2.microbiome2.L	skin.foot.B.2.microbiome2.L	35	0.540074445	6.004643328	skin_foot_B_2_microbiome2_L	288	3.546669551	49.8833764	2 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.076	TRUE	0.777	0.1756	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	E1	E	1	USA:CA:San Diego	35	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	9606	63	kg	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human foot	human.foot.B	human.B	skin.foot.B.2	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	14691	2931137
91743.12201.skin.foot.B.3.microbiome2.L	12201.skin.foot.B.3.microbiome2.L	skin.foot.B.3.microbiome2.L	27	0.192466937	5.52080385	skin_foot_B_3_microbiome2_L	257	4.472938019	48.57967481	2 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.057	TRUE	1.993	0.437	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	F1	F	1	USA:CA:San Diego	35	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	9606	63	kg	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human foot	human.foot.B	human.B	skin.foot.B.3	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	20693	6218484
91743.12201.skin.foot.B.1.microbiome20.L	12201.skin.foot.B.1.microbiome20.L	skin.foot.B.1.microbiome20.L	26	0.211279823	4.888905445	skin_foot_B_1_microbiome20_L	280	4.153522149	48.935663	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.038	TRUE	0.6	0.304	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	D1	D	1	USA:CA:San Diego	35	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human foot	human.foot.B	human.B	skin.foot.B.1	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	22981	2038023
91743.12201.skin.foot.B.3.microbiome20.L	12201.skin.foot.B.3.microbiome20.L	skin.foot.B.3.microbiome20.L	44	0.602601484	6.944051854	skin_foot_B_3_microbiome20_L	292	3.238253521	54.7419431	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.045	TRUE	0.498	0.2264	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	F1	F	1	USA:CA:San Diego	35	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human foot	human.foot.B	human.B	skin.foot.B.3	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	17944	1392698
91743.12201.skin.foot.B.2.microbiome20.L	12201.skin.foot.B.2.microbiome20.L	skin.foot.B.2.microbiome20.L	53	0.541801068	8.630597834	skin_foot_B_2_microbiome20_L	307	3.662164905	54.62768575	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.056	TRUE	0.687	0.2572	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	E1	E	1	USA:CA:San Diego	35	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human foot	human.foot.B	human.B	skin.foot.B.2	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	19675	1967607
91743.12201.skin.foot.B.3.qiagen.L	12201.skin.foot.B.3.qiagen.L	skin.foot.B.3.qiagen.L	56	0.534076137	7.793937507	skin_foot_B_3_qiagen_L	216	4.391943062	40.7477674	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.069	TRUE	0.123	0.2114	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	F1	F	1	USA:CA:San Diego	35	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human foot	human.foot.B	human.B	skin.foot.B.3	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	17659	160974
91743.12201.skin.foot.B.2.qiagen.L	12201.skin.foot.B.2.qiagen.L	skin.foot.B.2.qiagen.L	32	0.447344784	5.820973431	skin_foot_B_2_qiagen_L	199	4.197893707	41.43508328	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.071	TRUE	0.16	0.166	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	E1	E	1	USA:CA:San Diego	35	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human foot	human.foot.B	human.B	skin.foot.B.2	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	17185	124526
91743.12201.skin.foot.B.1.qiagen.L	12201.skin.foot.B.1.qiagen.L	skin.foot.B.1.qiagen.L	41	0.332729846	6.657737925	skin_foot_B_1_qiagen_L	208	4.295421722	41.7818553	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.062	TRUE	0.147	0.1558	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	D1	D	1	USA:CA:San Diego	35	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human foot	human.foot.B	human.B	skin.foot.B.1	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	18292	137759
91743.12201.skin.foot.O.3.microbiome2.L	12201.skin.foot.O.3.microbiome2.L	skin.foot.O.3.microbiome2.L	98	2.774448663	12.06481417	skin_foot_O_3_microbiome2_L	304	1.333059141	52.1103367	2 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.017	TRUE	1.344	0.2168	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	A2	A	2	USA:CA:San Diego	not collected	not collected	UBERON:skin	not collected	UBERON:sebum	UBERON:skin of sole of pes	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human foot	human.foot.O	human.O	skin.foot.O.3	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	15826	3093641
91743.12201.skin.foot.O.1.microbiome2.L	12201.skin.foot.O.1.microbiome2.L	skin.foot.O.1.microbiome2.L	74	2.69748458	8.939553983	skin_foot_O_1_microbiome2_L	252	1.436028804	43.39630594	2 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.048	TRUE	2.057	0.19	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	G1	G	1	USA:CA:San Diego	not collected	not collected	UBERON:skin	not collected	UBERON:sebum	UBERON:skin of sole of pes	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human foot	human.foot.O	human.O	skin.foot.O.1	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	11545	7223082
91743.12201.skin.foot.O.2.microbiome2.L	12201.skin.foot.O.2.microbiome2.L	skin.foot.O.2.microbiome2.L	96	2.824272016	11.03961483	skin_foot_O_2_microbiome2_L	242	1.256064665	40.77644461	2 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.077	TRUE	3.059	0.3006	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	H1	H	1	USA:CA:San Diego	not collected	not collected	UBERON:skin	not collected	UBERON:sebum	UBERON:skin of sole of pes	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human foot	human.foot.O	human.O	skin.foot.O.2	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	31420	11931021
91743.12201.skin.foot.O.2.microbiome20.L	12201.skin.foot.O.2.microbiome20.L	skin.foot.O.2.microbiome20.L	50	2.629534764	5.783529913	skin_foot_O_2_microbiome20_L	218	1.148880553	39.18235289	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.085	TRUE	2.012	0.3278	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	H1	H	1	USA:CA:San Diego	not collected	not collected	UBERON:skin	not collected	UBERON:sebum	UBERON:skin of sole of pes	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human foot	human.foot.O	human.O	skin.foot.O.2	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	11002	6151332
91743.12201.skin.foot.O.3.microbiome20.L	12201.skin.foot.O.3.microbiome20.L	skin.foot.O.3.microbiome20.L	112	2.811037732	14.78207307	skin_foot_O_3_microbiome20_L	243	1.068496403	44.08364663	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.046	TRUE	1.403	0.3002	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	A2	A	2	USA:CA:San Diego	not collected	not collected	UBERON:skin	not collected	UBERON:sebum	UBERON:skin of sole of pes	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human foot	human.foot.O	human.O	skin.foot.O.3	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	20976	3804312
91743.12201.skin.foot.O.1.microbiome20.L	12201.skin.foot.O.1.microbiome20.L	skin.foot.O.1.microbiome20.L	95	2.766761854	12.03537393	skin_foot_O_1_microbiome20_L	283	1.555123946	47.90142328	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0	TRUE	2.344	0.3232	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	G1	G	1	USA:CA:San Diego	not collected	not collected	UBERON:skin	not collected	UBERON:sebum	UBERON:skin of sole of pes	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human foot	human.foot.O	human.O	skin.foot.O.1	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	18496	7815823
91743.12201.skin.foot.O.3.qiagen.L	12201.skin.foot.O.3.qiagen.L	skin.foot.O.3.qiagen.L	119	2.875757145	14.21316577	skin_foot_O_3_qiagen_L	388	3.363929787	70.40900507	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.089	TRUE	0.841	0.1452	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	A2	A	2	USA:CA:San Diego	not collected	not collected	UBERON:skin	not collected	UBERON:sebum	UBERON:skin of sole of pes	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human foot	human.foot.O	human.O	skin.foot.O.3	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	17327	989241
